"","date","RetNom","RetReal","RetHistAve","PriceDev","PriceDev2","TriggerPercent","HeadInf","RiceInf","Contri","IppReal","IppNom","WsaleReal","IPPGap","WsaleNom","RetGap","SURCurrent","TotalUse","SURindex","CPSI","risk_categ"
"94",2023-10-01,45.42,42.6096158870713,39.6733558920568,0.074010880324907,0.579276773296245,-4.45940260832982,4.9,13.2,0.0117069827,48.2102192802136,51.39,39.9265797346934,0.171823311928391,42.56,-0.0671992481203007,2024.32723,16553.24706184,0.87945410409099,0.240838905432918,"Moderate Risk"
"95",2023-11-01,46.73,42.6894706333897,39.4784542587965,0.0813359194243951,0.637073534563618,2.88419198590928,4.1,15.8,0.01401290354,47.4581210889491,51.95,40.0858970814839,0.155341674687199,43.88,-0.0649498632634456,1978.55836,16553.24706184,0.882179577204788,0.239563987623966,"Moderate Risk"
"96",2023-12-01,48.48,42.7993230601986,39.4634721645785,0.0845300910601138,0.700013574046423,3.74491761181254,3.9,19.6,0.01738309553,45.7832692658442,51.86,40.459838612681,0.116274585422291,45.83,-0.0578223870826969,1895.78256,16553.24706184,0.88710876198416,0.232623784215852,"Moderate Risk"
"97",2024-01-01,49.65,42.8559334948832,39.4443702134872,0.0864904994789222,0.800765162860352,2.41336633663367,2.8,22.6,0.02004377342,44.4009913007739,51.44,40.447714859142,0.0890357698289269,46.86,-0.059539052496799,2027.18048,15254.160063087,0.8775357805978,0.22652897516449,"Moderate Risk"
"98",2024-02-01,50.44,43.0946255015401,39.6210176801387,0.0876708379740226,0.816728438810721,1.59113796576032,3.4,23.7,0.02101935531,42.3000576474412,49.51,40.7450969340834,0.0367602504544535,47.69,-0.0576640805200252,1510.97697,15254.160063087,0.908720206715017,0.222366946194704,"Moderate Risk"
"99",2024-03-01,51.11,43.239480381579,39.7319535151678,0.0882797485674124,0.830545093236592,1.32831086439334,3.7,24.4,0.02164018015,40.0077289719234,47.29,40.1769306169728,0.00422922393740749,47.49,-0.0762265740155822,1366.18844,15254.160063087,0.917467042272965,0.221568553788673,"Moderate Risk"
"100",2024-04-01,51.25,43.2060177631548,39.8593717421439,0.0839613339282109,0.819227994641078,0.273918998239093,3.8,23.9,0.02119673383,40.2806542023698,47.78,39.6989536707742,0.0144411887819171,47.09,-0.0883414737736249,1856.16079,15254.160063087,0.887867269601806,0.219161599983112,"Moderate Risk"
"101",2024-05-01,51.03,43.1073663296049,39.9656437266753,0.0786105842412005,0.800942633682077,-0.429268292682925,3.9,23,0.02039853047,41.096871878895,48.65,39.703041691841,0.0339157245632066,47,-0.0857446808510638,2075.77081,15254.160063087,0.874600384912683,0.218653981007631,"Moderate Risk"
"102",2024-06-01,51.07,43.0901162137481,40.1548448421519,0.0730988099477083,0.784999943625765,0.0783852635704471,3.7,22.5,0.01995508415,40.9301260420064,48.51,39.2510711909738,0.041022469593898,46.71,-0.0933418968101049,2163.67378,15254.160063087,0.869290069077269,0.219341665915796,"Moderate Risk"
"103",2024-07-01,50.9,43.0827169620636,40.2447821706786,0.0705168381667279,0.767123594498947,-0.332876444096342,4.4,20.9,0.01853605595,33.3235081941907,39.37,39.3584742451072,0.181102362204725,46.5,-0.0946236559139785,2177.87872,15254.160063087,0.868431932909366,0.246642169028959,"Moderate Risk"
"104",2024-08-01,50.66,43.1076927245916,40.3850249204413,0.0674177571888072,0.743251043424207,-0.471512770137528,3.3,14.7,0.01303732165,33.6454435432058,39.54,39.4146925877919,0.171471927162367,46.34,-0.0932239965472592,1867.64111,15254.160063087,0.88717373074764,0.246464946659215,"Moderate Risk"
"105",2024-09-01,50.47,42.988780016148,40.0722107061392,0.0727828402430005,0.729685807150596,-0.375049348598495,1.9,5.7,0.00505528799,32.7505169856907,38.45,38.6532759638659,0.180234070221066,45.62,-0.106313020604998,1659.23297,15254.160063087,0.899763897451576,0.252829823302128,"High Risk"
"106",2024-10-01,50.22,42.9909197912682,39.6733558920568,0.0836219630181489,0.746175243393602,-0.495343768575391,2.3,9.6,0.00851416924,32.6754959870629,38.17,38.2740745502118,0.171338747707624,44.79,-0.121232417950435,2281.61484,15254.160063087,0.8621651189355,0.249374483370342,"Moderate Risk"
"107",2024-11-01,49.24,42.8120198105197,39.4784542587965,0.0844401234625422,0.725005367898835,-1.95141377937076,2.5,5.1,0.00452315241,32.7391304347826,37.65,37.9739130434783,0.159893758300133,43.89,-0.121895648211438,2461.44152,15254.160063087,0.851301589905322,0.244410854457887,"Moderate Risk"
"108",2024-12-01,48.81,42.7551574098437,39.4634721645785,0.0834109383872128,0.711585448622234,-0.87327376116978,2.9,0.8,0.0007095141,32.8984238178634,37.57,37.7758318739054,0.148256587702955,43.14,-0.131432545201669,2550.49876,15254.160063087,0.845921543339999,0.241946225746367,"Moderate Risk"
